"loci","Orthogroup","trait","Gene Name","org","Chromosome Name","bp","start","end","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Rb_18_3222276","OG0000928","Rb","Glyma.18G040500","Gmax_Wm82.a2.v1",18,3222276,3022276,3727395,3328897,3333446,"PTHR21493:SF112 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 1)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_18_4743241","OG0000193","Rb","Glyma.18G054000","Gmax_Wm82.a2.v1",18,4743241,4543241,5351897,4683712,4686508,"PTHR31867:SF22 - EXPANSIN-A8 (1 of 7)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_18_4743241","OG0000226","Rb","Glyma.18G055000","Gmax_Wm82.a2.v1",18,4743241,4543241,5351897,4773932,4777558,"PTHR24347:SF167 - CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2 (1 of 11)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_18_4743241","OG0008282","Rb","Glyma.18G055100","Gmax_Wm82.a2.v1",18,4743241,4543241,5351897,4784283,4790346,"PTHR13773:SF3 - PHOSPHATIDATE CYTIDYLYLTRANSFERASE (1 of 2)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_18_51954444","OG0000050","Rb","Glyma.18G229400","Gmax_Wm82.a2.v1",18,51954444,51754444,52154444,51847599,51849925,"K15095 - (+)-neomenthol dehydrogenase (E1.1.1.208)  (1 of 12)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_18_51954444","OG0000050","Rb","Glyma.18G229700","Gmax_Wm82.a2.v1",18,51954444,51754444,52154444,51862296,51865544,"K15095 - (+)-neomenthol dehydrogenase (E1.1.1.208)  (1 of 12)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_18_51954444","OG0000521","Rb","Glyma.18G230500","Gmax_Wm82.a2.v1",18,51954444,51754444,52154444,51926771,51931690,"PF03766 - Remorin, N-terminal region (Remorin_N)  (1 of 8)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_2_47082755","OG0003973","Rb","Glyma.02G294000","Gmax_Wm82.a2.v1",2,47082755,46882755,47618585,47237993,47240495,"PTHR32227:SF102 - O-GLYCOSYL HYDROLASES FAMILY 17 PROTEIN (1 of 1)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_2_47082755","OG0010487","Rb","Glyma.02G293200","Gmax_Wm82.a2.v1",2,47082755,46882755,47618585,47193354,47198311,"",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_2_47082755","OG0012166","Rb","Glyma.02G290500","Gmax_Wm82.a2.v1",2,47082755,46882755,47618585,47007571,47012272,"K14776 - ATP-dependent RNA helicase DDX10/DBP4 [EC:3.6.4.13] (DDX10, DBP4)  (1 of 2)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_3_38103441","OG0000061","Rb","Glyma.03G172500","Gmax_Wm82.a2.v1",3,38103441,37903441,39927905,38669088,38670981,"K11252 - histone H2B (H2B)  (1 of 16)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_3_38103441","OG0004343","Rb","Glyma.03G182400","Gmax_Wm82.a2.v1",3,38103441,37903441,39927905,39426418,39431171,"",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_3_38103441","OG0004786","Rb","Glyma.03G170300","Gmax_Wm82.a2.v1",3,38103441,37903441,39927905,38522369,38529232,"",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_4_5107212","OG0000707","Rb","Glyma.04G069100","Gmax_Wm82.a2.v1",4,5107212,4907212,6366136,5767005,5770198,"K07936 - GTP-binding nuclear protein Ran (RAN)  (1 of 7)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_4_5107212","OG0000707","Rb","Glyma.04G069200","Gmax_Wm82.a2.v1",4,5107212,4907212,6366136,5773063,5776504,"K07936 - GTP-binding nuclear protein Ran (RAN)  (1 of 7)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_4_5107212","OG0000707","Rb","Glyma.04G069300","Gmax_Wm82.a2.v1",4,5107212,4907212,6366136,5777539,5780205,"K07936 - GTP-binding nuclear protein Ran (RAN)  (1 of 7)",3,3,0.666666666666667,0.448575471698113,0.110284905660377,0.286740754716981
"Gmax_Wm82.a2.v1_Rb_11_10752462","OG0000061","Rb","Glyma.11G141600","Gmax_Wm82.a2.v1",11,10752462,10552462,11038309,10815466,10816527,"K11252 - histone H2B (H2B)  (1 of 16)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_11_10752462","OG0000061","Rb","Glyma.11G141700","Gmax_Wm82.a2.v1",11,10752462,10552462,11038309,10819724,10820778,"K11252 - histone H2B (H2B)  (1 of 16)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_11_10752462","OG0000061","Rb","Glyma.11G141800","Gmax_Wm82.a2.v1",11,10752462,10552462,11038309,10825602,10826647,"K11252 - histone H2B (H2B)  (1 of 16)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_11_10752462","OG0000061","Rb","Glyma.11G142100","Gmax_Wm82.a2.v1",11,10752462,10552462,11038309,10835513,10837136,"K11252 - histone H2B (H2B)  (1 of 16)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_11_7181102","OG0004233","Rb","Glyma.11G100300","Gmax_Wm82.a2.v1",11,7181102,6981102,7871209,7600686,7602300,"PTHR10381:SF11 - ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT, MITOCHONDRIAL-RELATED (1 of 2)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_11_7181102","OG0007969","Rb","Glyma.11G099600","Gmax_Wm82.a2.v1",11,7181102,6981102,7871209,7551710,7556030,"PTHR11802:SF31 - SERINE CARBOXYPEPTIDASE-LIKE 34 (1 of 5)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_11_7181102","OG0007969","Rb","Glyma.11G099700","Gmax_Wm82.a2.v1",11,7181102,6981102,7871209,7558753,7566979,"PTHR11802:SF31 - SERINE CARBOXYPEPTIDASE-LIKE 34 (1 of 5)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_11_7181102","OG0011676","Rb","Glyma.11G094400","Gmax_Wm82.a2.v1",11,7181102,6981102,7871209,7170437,7174192,"PTHR21569:SF1 - 28S RIBOSOMAL PROTEIN S9, MITOCHONDRIAL (1 of 2)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_17_38689941","OG0000596","Rb","Glyma.17G236100","Gmax_Wm82.a2.v1",17,38689941,38489941,39626610,39111396,39114116,"PTHR16223:SF9 - TRANSCRIPTION FACTOR BHLH139-RELATED (1 of 8)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_17_38689941","OG0002203","Rb","Glyma.17G236300","Gmax_Wm82.a2.v1",17,38689941,38489941,39626610,39140605,39142414,"PF03195 - Protein of unknown function DUF260 (DUF260)  (1 of 91)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_17_38689941","OG0002628","Rb","Glyma.17G236400","Gmax_Wm82.a2.v1",17,38689941,38489941,39626610,39148950,39155188,"PTHR31807:SF8 - QWRF MOTIF-CONTAINING PROTEIN 9 (1 of 4)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_17_38689941","OG0004180","Rb","Glyma.17G235600","Gmax_Wm82.a2.v1",17,38689941,38489941,39626610,39067324,39069617,"PTHR23315:SF64 - ARM REPEAT SUPERFAMILY PROTEIN-RELATED (1 of 4)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_19_40333474","OG0000939","Rb","Glyma.19G154400","Gmax_Wm82.a2.v1",19,40333474,40133474,41542427,41471430,41472362,"PTHR11088:SF30 - ADENYLATE ISOPENTENYLTRANSFERASE 3, CHLOROPLASTIC (1 of 4)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_19_40333474","OG0001258","Rb","Glyma.19G140800","Gmax_Wm82.a2.v1",19,40333474,40133474,41542427,40214988,40219723,"PTHR24349:SF93 - CALCIUM-DEPENDENT PROTEIN KINASE 14 (1 of 2)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_19_40333474","OG0002268","Rb","Glyma.19G154900","Gmax_Wm82.a2.v1",19,40333474,40133474,41542427,41525405,41530356,"PTHR32285:SF65 - PROTEIN TRICHOME BIREFRINGENCE-LIKE 10-RELATED (1 of 6)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_19_40333474","OG0002268","Rb","Glyma.19G155000","Gmax_Wm82.a2.v1",19,40333474,40133474,41542427,41532401,41537029,"",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_20_41786051","OG0000061","Rb","Glyma.20G191600","Gmax_Wm82.a2.v1",20,41786051,41586051,43155196,43038390,43039478,"K11252 - histone H2B (H2B)  (1 of 16)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_20_41786051","OG0000397","Rb","Glyma.20G187100","Gmax_Wm82.a2.v1",20,41786051,41586051,43155196,42566973,42569993,"K07213 - copper chaperone (ATOX1, ATX1, copZ)  (1 of 4)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_20_41786051","OG0000490","Rb","Glyma.20G188600","Gmax_Wm82.a2.v1",20,41786051,41586051,43155196,42726514,42732614,"PTHR32044:SF21 - MANNAN SYNTHASE 7-RELATED (1 of 2)",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_20_41786051","OG0001813","Rb","Glyma.20G181400","Gmax_Wm82.a2.v1",20,41786051,41586051,43155196,41937595,41946126,"",3,4,0.75,0.448575471698113,0.082713679245283,0.281226509433962
"Gmax_Wm82.a2.v1_Rb_13_40807233","OG0000061","Rb","Glyma.13G321600","Gmax_Wm82.a2.v1",13,40807233,40607233,41890241,41597488,41598228,"K11252 - histone H2B (H2B)  (1 of 16)",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_13_40807233","OG0000255","Rb","Glyma.13G315700","Gmax_Wm82.a2.v1",13,40807233,40607233,41890241,41059262,41060459,"PF04520 - Senescence regulator (Senescence_reg)  (1 of 30)",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_13_40807233","OG0000490","Rb","Glyma.13G319600","Gmax_Wm82.a2.v1",13,40807233,40607233,41890241,41398196,41403950,"PTHR32044:SF17 - GLUCOMANNAN 4-BETA-MANNOSYLTRANSFERASE 2 (1 of 3)",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_13_40807233","OG0002459","Rb","Glyma.13G320100","Gmax_Wm82.a2.v1",13,40807233,40607233,41890241,41452224,41460183,"PTHR22880:SF167 - DNA BINDING AND ZINC-FINGER DOMAIN-CONTAINING PROTEIN-RELATED (1 of 4)",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_6_49689167","OG0000297","Rb","Glyma.06G313600","Gmax_Wm82.a2.v1",6,49689167,49489167,50380941,50219160,50226659,"",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_6_49689167","OG0000297","Rb","Glyma.06G313700","Gmax_Wm82.a2.v1",6,49689167,49489167,50380941,50228532,50236997,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_6_49689167","OG0001209","Rb","Glyma.06G309300","Gmax_Wm82.a2.v1",6,49689167,49489167,50380941,49782967,49789474,"",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_6_49689167","OG0002160","Rb","Glyma.06G314900","Gmax_Wm82.a2.v1",6,49689167,49489167,50380941,50380062,50387664,"",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_6_49689167","OG0005598","Rb","Glyma.06G306800","Gmax_Wm82.a2.v1",6,49689167,49489167,50380941,49571095,49579917,"",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_9_42951837","OG0001046","Rb","Glyma.09G214300","Gmax_Wm82.a2.v1",9,42951837,42751837,44356490,43763681,43767779,"",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_9_42951837","OG0001715","Rb","Glyma.09G206800","Gmax_Wm82.a2.v1",9,42951837,42751837,44356490,43090973,43096374,"K08488 - syntaxin 7 (STX7)  (1 of 6)",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_9_42951837","OG0005662","Rb","Glyma.09G211400","Gmax_Wm82.a2.v1",9,42951837,42751837,44356490,43534918,43538177,"PTHR31499:SF5 - HOMEODOMAIN-LIKE SUPERFAMILY PROTEIN (1 of 4)",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_9_42951837","OG0005948","Rb","Glyma.09G204100","Gmax_Wm82.a2.v1",9,42951837,42751837,44356490,42833726,42835046,"PTHR31213:SF6 - ABSCISIC ACID RECEPTOR PYL1-RELATED (1 of 4)",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_9_42951837","OG0006303","Rb","Glyma.09G203900","Gmax_Wm82.a2.v1",9,42951837,42751837,44356490,42818330,42822983,"",3,5,0.8,0.448575471698113,0.0661709433962264,0.277917962264151
"Gmax_Wm82.a2.v1_Rb_19_49352315","OG0000196","Rb","Glyma.19G248900","Gmax_Wm82.a2.v1",19,49352315,49152315,50809510,49504656,49506075,"",3,7,0.857142857142857,0.448575471698113,0.0472649595687331,0.274136765498652
"Gmax_Wm82.a2.v1_Rb_19_49352315","OG0000552","Rb","Glyma.19G245400","Gmax_Wm82.a2.v1",19,49352315,49152315,50809510,49238744,49239912,"PF00187//PF00967 - Chitin recognition protein (Chitin_bind_1)  // Barwin family (Barwin)  (1 of 2)",3,7,0.857142857142857,0.448575471698113,0.0472649595687331,0.274136765498652
"Gmax_Wm82.a2.v1_Rb_19_49352315","OG0000552","Rb","Glyma.19G245500","Gmax_Wm82.a2.v1",19,49352315,49152315,50809510,49241284,49242718,"PF00187//PF00967 - Chitin recognition protein (Chitin_bind_1)  // Barwin family (Barwin)  (1 of 2)",3,7,0.857142857142857,0.448575471698113,0.0472649595687331,0.274136765498652
"Gmax_Wm82.a2.v1_Rb_19_49352315","OG0000552","Rb","Glyma.19G245600","Gmax_Wm82.a2.v1",19,49352315,49152315,50809510,49244583,49245740,"PTHR22595//PTHR22595:SF48 - CHITINASE-RELATED // SUBFAMILY NOT NAMED (1 of 1)",3,7,0.857142857142857,0.448575471698113,0.0472649595687331,0.274136765498652
"Gmax_Wm82.a2.v1_Rb_19_49352315","OG0000762","Rb","Glyma.19G250900","Gmax_Wm82.a2.v1",19,49352315,49152315,50809510,49687287,49689352,"",3,7,0.857142857142857,0.448575471698113,0.0472649595687331,0.274136765498652
"Gmax_Wm82.a2.v1_Rb_19_49352315","OG0007767","Rb","Glyma.19G255100","Gmax_Wm82.a2.v1",19,49352315,49152315,50809510,49971657,49977002,"",3,7,0.857142857142857,0.448575471698113,0.0472649595687331,0.274136765498652
"Athaliana_TAIR10_Rb_1_11468212","OG0001046","Rb","AT1G31820","Athaliana_TAIR10",1,11468212,11393212,11543212,11416451,11418279,"Amino acid permease family protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_1_11468212","OG0001046","Rb","AT1G31830","Athaliana_TAIR10",1,11468212,11393212,11543212,11418625,11420837,"Amino acid permease family protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_1_27035694","OG0001209","Rb","AT1G71697","Athaliana_TAIR10",1,27035694,26960694,27111343,26971223,26973464,"choline kinase 1",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_1_27035694","OG0010038","Rb","AT1G71760","Athaliana_TAIR10",1,27035694,26960694,27111343,26989350,26990617,"",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_2_11562209","OG0000232","Rb","AT2G27030","Athaliana_TAIR10",2,11562209,11487209,11711710,11532004,11534333,"calmodulin 5",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_2_11562209","OG0002160","Rb","AT2G27100","Athaliana_TAIR10",2,11562209,11487209,11711710,11572550,11576658,"C2H2 zinc-finger protein SERRATE (SE)",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_3_17392402","OG0000035","Rb","AT3G47090","Athaliana_TAIR10",3,17392402,17317402,17483101,17341512,17344645,"Leucine-rich repeat protein kinase family protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_3_17392402","OG0000035","Rb","AT3G47110","Athaliana_TAIR10",3,17392402,17317402,17483101,17347103,17350296,"Leucine-rich repeat protein kinase family protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_3_4263110","OG0000853","Rb","AT3G13150","Athaliana_TAIR10",3,4263110,4188110,4338110,4227740,4229651,"Tetratricopeptide repeat (TPR)-like superfamily protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_3_4263110","OG0000853","Rb","AT3G13160","Athaliana_TAIR10",3,4263110,4188110,4338110,4229971,4231286,"Tetratricopeptide repeat (TPR)-like superfamily protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_4_6861753","OG0000222","Rb","AT4G11290","Athaliana_TAIR10",4,6861753,6786753,6936753,6869953,6871661,"Peroxidase superfamily protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_4_6861753","OG0004429","Rb","AT4G11260","Athaliana_TAIR10",4,6861753,6786753,6936753,6851277,6853860,"phosphatase-related",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_5_17286889","OG0000596","Rb","AT5G43175","Athaliana_TAIR10",5,17286889,17211889,17361889,17334121,17335234,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_5_17286889","OG0002628","Rb","AT5G43160","Athaliana_TAIR10",5,17286889,17211889,17361889,17329275,17331352,"Family of unknown function (DUF566)",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_5_24418757","OG0001813","Rb","AT5G60740","Athaliana_TAIR10",5,24418757,24343757,24493757,24425810,24430269,"ABC transporter family protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_5_24418757","OG0003857","Rb","AT5G60760","Athaliana_TAIR10",5,24418757,24343757,24493757,24438271,24442287,"P-loop containing nucleoside triphosphate hydrolases superfamily protein",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_5_26830437","OG0002203","Rb","AT5G67420","Athaliana_TAIR10",5,26830437,26755437,26905437,26904289,26906026,"LOB domain-containing protein 37",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_5_26830437","OG0006151","Rb","AT5G67411","Athaliana_TAIR10",5,26830437,26755437,26905437,26898401,26899097,"GRAS family transcription factor",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_5_6095121","OG0000762","Rb","AT5G18310","Athaliana_TAIR10",5,6095121,6020121,6212362,6061699,6063148,"",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_5_6095121","OG0003470","Rb","AT5G18280","Athaliana_TAIR10",5,6095121,6020121,6212362,6050514,6054875,"apyrase 2",3,2,0.5,0.5048,0.14856,0.267408
"Athaliana_TAIR10_Rb_1_12296038","OG0000092","Rb","AT1G33720","Athaliana_TAIR10",1,12296038,12221038,12371038,12220897,12224000,"cytochrome P450, family 76, subfamily C, polypeptide 6",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_1_12296038","OG0000092","Rb","AT1G33730","Athaliana_TAIR10",1,12296038,12221038,12371038,12227279,12228460,"cytochrome P450, family 76, subfamily C, polypeptide 5",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_1_12296038","OG0000688","Rb","AT1G34020","Athaliana_TAIR10",1,12296038,12221038,12371038,12366854,12369178,"Nucleotide-sugar transporter family protein",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_1_1855312","OG0000196","Rb","AT1G06160","Athaliana_TAIR10",1,1855312,1780312,1930312,1883004,1883934,"octadecanoid-responsive Arabidopsis AP2/ERF 59",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_1_1855312","OG0001502","Rb","AT1G05950","Athaliana_TAIR10",1,1855312,1780312,1930312,1804401,1807471,"",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_1_1855312","OG0003965","Rb","AT1G06170","Athaliana_TAIR10",1,1855312,1780312,1930312,1884981,1886897,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_2_8575487","OG0000067","Rb","AT2G19960","Athaliana_TAIR10",2,8575487,8500487,8706193,8622215,8622736,"hAT family dimerisation domain",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_2_8575487","OG0002336","Rb","AT2G19810","Athaliana_TAIR10",2,8575487,8500487,8706193,8550313,8551858,"CCCH-type zinc finger family protein",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_2_8575487","OG0004786","Rb","AT2G20180","Athaliana_TAIR10",2,8575487,8500487,8706193,8704024,8706900,"phytochrome interacting factor 3-like 5",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_5_19042889","OG0001715","Rb","AT5G46860","Athaliana_TAIR10",5,19042889,18967889,19117889,19012021,19014004,"Syntaxin/t-SNARE family protein",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_5_19042889","OG0005948","Rb","AT5G46790","Athaliana_TAIR10",5,19042889,18967889,19117889,18983870,18984759,"PYR1-like 1",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_5_19042889","OG0006303","Rb","AT5G46800","Athaliana_TAIR10",5,19042889,18967889,19117889,18988631,18990772,"Mitochondrial substrate carrier family protein",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_5_6385810","OG0000397","Rb","AT5G19090","Athaliana_TAIR10",5,6385810,6310810,6462404,6387489,6390024,"Heavy metal transport/detoxification superfamily protein",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_5_6385810","OG0000939","Rb","AT5G19040","Athaliana_TAIR10",5,6385810,6310810,6462404,6361837,6363413,"isopentenyltransferase 5",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_5_6385810","OG0002268","Rb","AT5G19160","Athaliana_TAIR10",5,6385810,6310810,6462404,6430486,6432728,"TRICHOME BIREFRINGENCE-LIKE 11",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_5_8424550","OG0003150","Rb","AT5G24655","Athaliana_TAIR10",5,8424550,8349550,8675622,8440694,8441218,"response to low sulfur 4",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_5_8424550","OG0003150","Rb","AT5G24660","Athaliana_TAIR10",5,8424550,8349550,8675622,8443279,8443834,"response to low sulfur 2",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_5_8424550","OG0005673","Rb","AT5G24620","Athaliana_TAIR10",5,8424550,8349550,8675622,8430004,8432414,"Pathogenesis-related thaumatin superfamily protein",3,3,0.666666666666667,0.5048,0.09904,0.257504
"Athaliana_TAIR10_Rb_1_11651581","OG0000997","Rb","AT1G32350","Athaliana_TAIR10",1,11651581,11576581,11736756,11666977,11668690,"alternative oxidase 1D",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_1_11651581","OG0001891","Rb","AT1G32440","Athaliana_TAIR10",1,11651581,11576581,11736756,11712162,11715112,"plastidial pyruvate kinase 3",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_1_11651581","OG0005451","Rb","AT1G32400","Athaliana_TAIR10",1,11651581,11576581,11736756,11689106,11691531,"tobamovirus multiplication 2A",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_1_11651581","OG0011283","Rb","AT1G32370","Athaliana_TAIR10",1,11651581,11576581,11736756,11676961,11678449,"tobamovirus multiplication 2B",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_18207567","OG0000521","Rb","AT3G48940","Athaliana_TAIR10",3,18207567,18132567,18282567,18142863,18144163,"Remorin family protein",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_18207567","OG0000928","Rb","AT3G49050","Athaliana_TAIR10",3,18207567,18132567,18282567,18180968,18183752,"alpha/beta-Hydrolases superfamily protein",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_18207567","OG0006169","Rb","AT3G49100","Athaliana_TAIR10",3,18207567,18132567,18282567,18196839,18198457,"Signal recognition particle, SRP9/SRP14 subunit",3,4,0.75,0.5048,0.07428,0.252552
"Athaliana_TAIR10_Rb_3_18207567","OG0011676","Rb","AT3G49080","Athaliana_TAIR10",3,18207567,18132567,18282567,18194154,18196727,"Ribosomal protein S5 domain 2-like superfamily protein",3,4,0.75,0.5048,0.07428,0.252552
